concept,lang1,form1,ipa1,lang2,form2,ipa2,label
422_money__659_seven,rus,деньги,dʲeˑnʲɡi,pol,siedem,ɕɛdɛm,0
149_swarm,ukr,зграя,zɦrɑjɑ,spa,bandada,bandaða,0
527_yellow__244_nation,ukr,жовтий,ʐɔwtɪj,pol,naród,naɾut,0
34_foot,pol,stopa,stɔpa,fra,pied,pje,0
366_needle__485_wide,ita,ago,aɡo,fra,large,laʁʒ,0
841_bow__573_different,ces,ohnout,oɦnoʊ̯t,ukr,різний,rʲiznɪj,0
142_squirrel,ukr,білка,bilkɑ,fra,écureuil,ekyˈʁœj,0
700_freeze__199_grandfather,pol,zamarznąć,zamaʐnɔnt͡ɕ,ita,nonno,nonːo,0
600_atfirst,pol,najpierw,najpiɛɾv,ukr,спочатку,spɔʈ͡ʂɑtku,0
217_desire,pol,ochota,ɔxɔta,ukr,бажання,bɑʐɑnʲːɑ,0
254_count,pol,ilość,ilɔɕt͡ɕ,spa,cantidad,kantiðað,0
625_still__13_beard,ita,ancora,aŋkora,fra,barbe,baʁb,0
901_promise__99_slope,fra,promettre,pʁɔˈmɛtʁə,fra,versant,vɛʁˈsɑ̃,0
298_east,ces,východ,viːxot,pol,wschód,fsxut,1
74_fog__152_goose,rus,туман,tumaˑn,fra,oie,wa,0
450_day,ces,den,dɛn,rus,день,dʲeˑnʲ,1
219_thought,spa,pensamiento,pensamjento,ita,pensiero,penziero,0
679_lie,pol,leżeć,lɛʐɛt͡ɕ,rus,лежать,lɪʒaˑtʲ,1
315_shelf__192_human,rus,полка,pɔˑɫkə,ita,èssere umano,ɛsːere_umano,0
238_noise,pol,zgiełk,zɡiɛwk,ita,chiasso,kjasːo,0
95_elevation__247_gift,rus,возвышенность,vɐzvɨˑʃənnəstʲ,pol,podarunek,pɔdaɾunɛk,0
702_melt__579_first,fra,fondre,ˈfɔ̃ːdʁə,ukr,перший,pɛrʂɪj,0
856_cutoff,rus,отрезать,ɐtrʲeˑzətʲ,fra,couper,kuˈpe,0
902_wish__486_narrow,pol,życzyć,ʐɨʈ͡ʂɨt͡ɕ,ita,stretto,stretːo,0
167_louse,fra,pou,pu,spa,piojo,pjoxo,0
220_memory__426_ware,rus,память,paˑmʲɪtʲ,rus,товар,tɐvaˑr,0
49_breath,pol,oddech,ɔdːɛx,rus,дух,duˑx,1
332_handle,ukr,ручка,ruʈ͡ʂkɑ,fra,prise,pʁiːz,0
857_tie,fra,attacher,ataˈʃe,spa,atar,ataɾ,1
543_evil__186_gold,ces,zlý,zliː,ces,zlato,zlato,0
639_everything,ukr,все,wsɛ,fra,tout,tu,0
719_benoisy,ita,strepitare,strepitare,ita,fare chiasso,fare_kjasːo,0
570_familiar__982_speak,rus,знакомый,znɐkɔˑmɨj,spa,hablar,aβlaɾ,0
1010_own,pol,posiadać,pɔɕadat͡ɕ,ukr,мати,mɑtɪ,0
725_sound,ukr,лунати,lunɑtɪ,ita,suonare,suonare,0
882_send,ukr,посилати,pɔsɪlɑtɪ,ita,inviare,iɱviare,0
115_limb,ces,větev,vjɛtɛf,pol,gałąź,ɡawɔ̃ɕ,0
573_different,ces,různý,ruːzniː,ita,differente,difːerente,0
341_coverlid__643_we,spa,tapadera,tapaðeɾa,spa,nosotros,nosotɾos,0
648_where,fra,où,u,ita,dove,dove,0
278_angle,rus,угол,uˑɡəɫ,spa,ángulo,aŋɡulo,0
775_depart,fra,partir,paʁˈtiːʁ,ita,partire,partire,1
917_unite,fra,réunir,ʁeyˈniːʁ,ita,unire,unire,1
174_onion__820_open,pol,cebula,t͡sɛbula,ces,otevřít,otɛvr̝iːt,0
826_connect,fra,lier,lje,spa,unir,uniɾ,0
942_deceive,pol,łudzić,wud͡ʑit͡ɕ,spa,engañar,eŋɡaɲaɾ,0
978_getdressed,ces,oblékat se,oblɛːkat_sɛ,pol,ubrać się,ubɾat͡ɕ_ɕɛ̃,1
308_home,rus,дом,dɔˑm,spa,hogar,oɣaɾ,0
532_cheap,ces,levný,lɛvniː,ces,laciný,lat͡sɪniː,0
921_play,pol,bawić się,bavit͡ɕ_ɕɛ̃,spa,jugar,xuɣaɾ,0
818_succeed,pol,udać się,udat͡ɕ_ɕɛ̃,spa,salir bien,saliɾ_βjen,0
518_delicious,spa,rico,ɾiko,ita,ghiotto,ɡjotːo,0
315_shelf,ces,police,polɪt͡sɛ,pol,regał,ɾɛɡaw,0
49_breath,pol,dech,dɛx,ita,fiato,fiato,0
336_doll,ces,panenka,panɛŋka,fra,poupée,puˈpe,0
149_swarm__902_wish,rus,стая,staˑjə,ces,přát,br̝aːt,0
7_lip__163_snake,fra,lèvre,ˈlɛːvʁə,fra,serpent,sɛʁˈpɑ̃,0
620_not__522_bright,ukr,не,nɛ,ita,chiaro,kjaro,0
569_rich__361_milk,rus,богатый,bɐɡaˑtɨj,spa,leche,let͡ʃe,0
404_road,spa,vía,bia,ita,strada,strada,0
884_add,ces,připojit,br̝ɪpojɪt,pol,dodać,dɔdat͡ɕ,0
532_cheap__736_drink,ita,a buon prezzo,a_buon_prett͡so,pol,pić,pit͡ɕ,0
980_decorate,rus,украсить,ukraˑsʲitʲ,fra,orner,ɔʁˈne,0
554_sickill,pol,chory,xɔɾɨ,spa,enfermo,eɱfeɾmo,0
201_parents__524_black,fra,parents,paˈʁɑ̃,pol,czarny,ʈ͡ʂaɾnɨ,0
540_fat,pol,tłusty,twustɨ,ita,grasso,ɡrasːo,0
140_cat,rus,кошка,kɔˑʃkə,fra,chat,ʃa,0
722_tinkle__469_august,fra,cliqueter,klikˈte,rus,август,aˑvɡust,0
784_await,rus,ожидать,ɐʒɨdaˑtʲ,spa,esperar,espeɾaɾ,0
111_root,ukr,корінь,kɔrʲinʲ,spa,raíz,ɾaiθ,0
654_two,pol,dwa,dva,ita,due,due,0
122_horn,ces,roh,rox,ukr,ріг,rʲiɦ,1
68_smoke,ukr,дим,dɪm,fra,fumée,fyˈme,0
451_morning,pol,ranek,ɾanɛk,pol,poranek,pɔɾanɛk,1
122_horn,pol,róg,ɾuk,rus,рог,rɔˑk,1
222_meaning,rus,смысл,smɨˑsɫ,ita,senso,senzo,0
869_swing__189_glass,pol,machać,maxat͡ɕ,ces,sklo,sklo,0
889_select,pol,wybrać,vɨbɾat͡ɕ,ita,scegliere,ʃeʎːiere,0
348_food__235_word,ces,strava,strava,fra,mot,mo,0
241_song,pol,piosenka,piɔsɛŋka,fra,chanson,ʃɑ̃ˈsɔ̃,0
852_scrape,spa,rascar,ɾaskaɾ,ita,grattare,ɡratːare,0
499_blunt,ces,tupý,tupiː,spa,sin filo,sin_filo,0
178_peelhusk__960_cook,pol,łupina,wupina,spa,preparar,pɾepaɾaɾ,0
222_meaning,ukr,зміст,zmist,rus,смысл,smɨˑsɫ,1
597_atthattime,pol,wtedy,ftɛdɨ,fra,alors,aˈlɔːʁ,0
291_campfire,ukr,вогнище,wɔɦnɪʂʈ͡ʂɛ,spa,hoguera,oɣeɾa,0
514_clean,ces,čistý,t͡ʃɪstiː,spa,limpio,limpjo,0
480_sunday,pol,niedziela,niɛd͡ʑɛla,ita,domenica,domenika,0
553_hungry__630_infrontof,rus,голодный,ɡɐɫɔˑdnɨj,ces,před,br̝ɛt,0
867_jog,ces,třást,dr̝aːst,ita,scuòtere,skuɔtere,0
253_matter,pol,sprawa,spɾava,rus,дело,dʲeˑɫə,0
525_white__250_help,rus,белый,bʲeˑɫɨj,ita,aiuto,aiuto,0
989_name,ces,nazvat,nazvat,spa,nombrar,nombɾaɾ,0
695_swing,ces,kývat se,kiːvat_sɛ,spa,oscilar,osθilaɾ,0
379_boot__291_campfire,ces,holínka,ɦoliːŋka,ita,falò,falɔ,0
430_country__435_war,pol,kraj,kɾaj,ces,válka,vaːlka,0
742_wakeup,pol,obudzić się,ɔbud͡ʑit͡ɕ_ɕɛ̃,ukr,прокинутися,prɔkɪnutɪsʲɑ,0
135_bull__38_leg,pol,byk,bɨk,pol,noga,nɔɡa,0
946_work,ukr,працювати,prɑt͡sʲuwɑtɪ,ita,lavorare,lavorare,0
761_hurry__963_fry,fra,se hâter,səʔɑˈte,rus,жарить,ʒaˑrʲitʲ,0
933_annoy,ces,pohoršit,poɦorʃɪt,ita,stizzire,stitt͡sire,0
236_sign__579_first,pol,znak,znak,fra,premier,pʁəˈmje,0
788_prepare__741_sleep,ces,připravit,br̝ɪpravɪt,ukr,спати,spɑtɪ,0
157_crow__313_cradle,spa,corneja,koɾnexa,rus,колыбель,kəɫɨbʲeˑl,0
886_receive,ukr,одержати,ɔdɛrʐɑtɪ,spa,recibir,ɾeθiβiɾ,0
797_beafraidof,ces,bát se,baːt_sɛ,rus,бояться,bɐjaˑtʲsʲɪ,0
344_cup,ces,šálek,ʃaːlɛk,ita,tazza,tatt͡sa,0
1010_own,rus,иметь,jɨmʲeˑtʲ,spa,poseer,poseeɾ,0
298_east,pol,wschód,fsxut,rus,восток,vɐstɔˑk,0
466_may,pol,maj,maj,spa,mayo,maʝo,0
216_wish__920_assemble,ces,přání,br̝aːɲiː,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,0
266_space__204_son,fra,place,plas,spa,hijo,jxo,0
607_hither,fra,par ici,paːʁiˈsi,spa,acá,aka,0
959_ripen__74_fog,ukr,дозріти,dɔzrʲitɪ,ces,mlha,mlɦa,0
200_grandmother,ces,babička,babɪt͡ʃka,ita,nonna,nonːa,0
683_begin__165_spider,spa,principiar,pɾinθipjaɾ,pol,pająk,pajɔŋk,0
6_tongue,pol,język,jɛ̃zɨk,ukr,язик,jɑzɪk,1
679_lie,ces,ležet,lɛʒɛt,ita,giacere,d͡ʒat͡ʃere,0
143_elk,fra,élan,eˈlɑ̃,spa,alce,alθe,0
389_scarf,ukr,хустка,xustkɑ,fra,fichu,fiˈʃy,0
594_then,pol,potem,pɔtɛm,ukr,потім,pɔtʲim,1
850_press__242_calm,spa,apretar,apɾetaɾ,fra,calme,kalm,0
274_corner,pol,róg,ɾuk,rus,угол,uˑɡəɫ,0
314_bed__664_twelve,fra,lit,li,ces,dvanáct,dvanaːt͡st,0
238_noise,ces,hluk,ɦluk,rus,шум,ʃuˑm,0
733_live__816_finish,ces,žít,ʒiːt,fra,finir,fiˈniːʁ,0
918_visit,ces,návštívit,naːfʃciːvɪt,ita,far vìsita a,far_vizita_a,0
227_story,ukr,оповідання,ɔpɔvidɑnʲːɑ,spa,cuento,kwento,0
94_hill__966_sew,ita,collina,kolːina,rus,шить,ʃɨˑtʲ,0
379_boot,ukr,чобіт,ʈ͡ʂɔbit,fra,botte,bɔt,0
703_dry,ces,schnout,sxnoʊ̯t,ukr,сохнути,sɔxnutɪ,1
399_bridge__90_swamp,fra,pont,pɔ̃,fra,marais,maˈʁɛ,0
451_morning,ces,ráno,raːno,rus,утро,uˑtrə,0
692_flow,ces,téct,tɛːt͡st,pol,ciec,t͡ɕɛt͡s,1
118_birch__86_drop,rus,береза,bʲɪrʲozə,pol,kropla,kɾɔpla,0
894_break,ita,rompere,rompere,ita,spezzare,spett͡sare,0
813_can,ces,moct,mot͡st,pol,móc,mut͡s,1
90_swamp,fra,marais,maˈʁɛ,fra,marécage,maʁeˈkaːʒ,1
667_forty__191_sand,fra,quarante,kaˈʁɑ̃ːt,fra,sable,ˈsɑːblə,0
632_under__749_recover,fra,sous,su,ukr,одужати,ɔduʐɑtɪ,0
130_nest,ces,hnízdo,ɦɲiːzdo,pol,gniazdo,ɡniazdɔ,1
75_cloud__937_shove,pol,chmura,xmuɾa,ita,urtare,urtare,0
167_louse,rus,вошь,vɔˑʃ,fra,pou,pu,0
866_cut__367_thread,fra,couper,kuˈpe,fra,fil,fil,0
358_salt__497_pointed,pol,sól,sul,spa,agudo,aɣuðo,0
445_misfortune,rus,беда,bʲɪdaˑ,fra,malheur,maˈlœːʁ,0
569_rich,rus,богатый,bɐɡaˑtɨj,ita,ricco,rikːo,0
212_joy__886_receive,ita,piacere,piat͡ʃere,ces,uchovat,uxovat,0
523_dark,ukr,темний,tɛmnɪj,fra,sombre,ˈsɔ̃ːbʁə,0
1015_rule,pol,opanować,ɔpanɔvat͡ɕ,rus,владеть,vɫɐdʲeˑtʲ,0
349_dish__866_cut,rus,блюдо,bluˑdə,ces,řezat,r̝ɛzat,0
819_turnout,pol,udać się,udat͡ɕ_ɕɛ̃,fra,réussir,ʁeyˈsiːʁ,0
898_give__603_often,spa,dar,daɾ,ita,spesso,spesːo,0
347_meal,pol,jedzenie,jɛd͡zɛniɛ,spa,comida,komiða,0
253_matter__843_spin,ita,faccenda,fatt͡ʃenda,ukr,вертіти,wɛrtʲitɪ,0
927_guard,rus,охранять,ɐxrɐnʲaˑtʲ,ita,custodire,kustodire,0
308_home,ces,domov,domof,ukr,житло,ʐɪtlɔ,0
972_sweep,ces,zamést,zamɛːst,ita,spazzare,spatt͡sare,0
325_shovel__796_beafraid,ita,pala,pala,ces,bát se,baːt_sɛ,0
891_hinder,pol,utrudnić,utɾudnit͡ɕ,pol,przeszkadzać,pʂɛʂkad͡zat͡ɕ,0
212_joy,fra,joie,ʒwa,spa,alegría,aleɣɾia,0
118_birch__608_hence,ita,betulla,betulːa,pol,stąd,stɔnt,0
196_boy,ukr,хлопець,xlɔpɛt͡sʲ,rus,мальчик,maˑlt͡ʃʲik,0
1014_pay,ukr,платити,plɑtɪtɪ,spa,pagar,paɣaɾ,0
528_blue,rus,синий,sʲiˑnʲij,ita,azzurro,att͡surːo,0
5_tooth,ukr,зуб,zub,ita,dente,dente,0
264_distance,pol,odległość,ɔdlɛɡwɔɕt͡ɕ,spa,distancia,distanθja,0
858_stick,ces,strčit,strt͡ʃɪt,fra,enfoncer,ɑ̃fɔ̃ˈse,0
20_back,ukr,спина,spɪnɑ,ita,schiena,skjena,1
584_atonce__894_break,pol,naraz,naɾas,ces,rozlámat,rozlaːmat,0
936_sting,spa,pinchar,pint͡ʃaɾ,ita,pùngere,pund͡ʒere,1
276_end,spa,extremo,ekstɾemo,ita,capo,kapo,0
837_repairmend__590_now,ukr,лагодити,lɑɦɔdɪtɪ,ces,teď,tɛc,0
825_touch,ukr,чіпати,ʈ͡ʂjipɑtɪ,ita,toccare,tokːare,0
605_never__70_fire,spa,jamás,xamas,spa,fuego,fweɣo,0
26_arm__691_stream,ukr,рука,rukɑ,rus,литься,liˑtʲsʲɪ,0
20_back,ces,záda,zaːda,pol,grzbiet,ɡʐbiɛt,0
249_company,rus,общество,ɔˑbʃʲːɪstvə,ita,compagnìa,kompaɲːia,0
776_stop,ukr,зупинитися,zupɪnɪtɪsʲɑ,ita,fermarsi,fermarzi,0
491_firmsolid,pol,twardy,tfaɾdɨ,ita,fisso,fisːo,0
14_chin__326_fork,fra,menton,mɑ̃ˈtɔ̃,fra,fourchette,fuʁˈʃɛt,0
709_pass,pol,przechodzić,pʂɛxɔd͡ʑit͡ɕ,ukr,проходити,prɔxɔdɪtɪ,1
218_spirit,ukr,дух,dux,ita,mente,mente,0
451_morning,pol,poranek,pɔɾanɛk,fra,matinée,matiˈne,0
647_who,pol,kto,ktɔ,ukr,хто,xtɔ,1
250_help__632_under,ukr,допомога,dɔpɔmɔɦɑ,ukr,під,pʲid,0
983_talk,pol,mówić,muvit͡ɕ,spa,conversar,kombeɾsaɾ,0
418_boss,ukr,хазяїн,xɑzʲɑjin,ita,capo,kapo,0
733_live,ces,žít,ʒiːt,spa,vivir,biβiɾ,0
137_sheep__57_sun,pol,owca,ɔft͡sa,spa,sol,sol,0
766_seesaw,ces,houpat,ɦoʊ̯pat,fra,se balancer,səbalɑ̃ˈse,0
696_fall__881_divide,pol,padać,padat͡ɕ,ita,divìdere,dividere,0
761_hurry__612_forward,pol,pospieszyć się,pɔspiɛʂɨt͡ɕ_ɕɛ̃,spa,adelante,aðelante,0
922_sing__28_hand,fra,chanter,ʃɑ̃ˈte,spa,mano,mano,0
532_cheap,ukr,дешевий,dɛʂɛwɪj,rus,дешевый,dʲɪʃovɨj,1
668_fifty,ukr,п’ятдесят,pjɑddɛsʲɑt,ita,cinquanta,t͡ʃinkwanta,0
291_campfire__384_strap,fra,feu de camp,fødəˈkɑ̃,spa,correa,korea,0
762_dash,fra,filer,fiˈle,ita,correre,korːere,0
680_hang,ita,pèndere,pɛndere,ita,èssere appeso,ɛsːere_apːezo,0
905_rock,rus,качать,kɐt͡ʃaˑtʲ,ita,cullare,kulːare,0
748_cough__161_perch,ukr,кашляти,kɑʂlʲɑtɪ,ukr,окунь,ɔkunʲ,0
955_feed,ukr,годувати,ɦɔduwɑtɪ,spa,echar de comer,et͡ʃaɾ_ðe_komeɾ,0
64_stone,ces,kámen,kaːmɛn,spa,piedra,pjeðɾa,0
890_preserve__579_first,ita,conservare,konzervare,ces,první,prvɲiː,0
496_round,pol,okrągły,ɔkɾɔŋɡwɨ,ukr,круглий,kruɦlɪj,1
117_leaf,spa,hoja,oxa,ita,foglia,foʎːa,0
936_sting,fra,piquer,piˈke,spa,pinchar,pint͡ʃaɾ,0
319_gate,ukr,ворота,wɔrɔtɑ,rus,ворота,vɐrɔˑtə,1
837_repairmend__603_often,ukr,лагодити,lɑɦɔdɪtɪ,spa,a menudo,a_menuðo,0
926_rescue__919_meet,rus,спасти,spɐstʲiˑ,pol,trafić,tɾafit͡ɕ,0
629_invain,rus,напрасно,nɐpraˑsnə,fra,en vain,ɑ̃ˈvɛ̃,0
723_roar__427_benefit,ita,rumoreggiare,rumoredd͡ʒare,ita,ùtile,utile,0
796_beafraid__466_may,ita,avere paura,avere_paura,pol,maj,maj,0
744_relax,fra,se reposer,səʁəpoˈze,spa,reposar,ɾeposaɾ,1
328_knife__56_sky,spa,cuchillo,kut͡ʃiʝo,ukr,небо,nɛbɔ,0
354_slice,ita,fetta,fetːa,ita,trancia,trant͡ʃa,0
267_place,rus,место,mʲeˑstə,ita,luogo,luoɡo,0
791_laugh__322_ladder,ces,smát se,smaːt_sɛ,ces,žebřík,ʒɛbr̝iːk,0
573_different,spa,distinto,distinto,ita,differente,difːerente,0
543_evil,ukr,злий,zlɪj,ukr,лихий,lɪxɪj,1
701_thaw__392_strength,ita,sciògliersi,ʃɔʎːierzi,pol,moc,mɔt͡s,0
504_cold,fra,froid,fʁwa,ita,freddo,fredːo,1
556_sad,spa,triste,tɾiste,ita,triste,triste,1
963_fry,ces,smažit,smaʒɪt,ita,arrostire,arːostire,0
625_still,pol,jeszcze,jɛʂʈ͡ʂɛ,ukr,ще,ʂʈ͡ʂɛ,0
881_divide__648_where,ces,rozdělit,rozɟɛlɪt,rus,где,ɡdʲeˑ,0
799_escape__459_summer,ukr,утекти,utɛktɪ,rus,лето,leˑtə,0
877_throw,pol,rzucać,ʐut͡sat͡ɕ,spa,lanzar,lanθaɾ,0
145_hare,rus,заяц,zaˑjət͡s,ita,lepre,lepre,0
220_memory,pol,pamięć,pamiɛnt͡ɕ,ita,memoria,memoria,0
249_company__905_rock,rus,общество,ɔˑbʃʲːɪstvə,fra,bercer,bɛʁˈse,0
468_july,pol,lipiec,lipiɛt͡s,fra,juillet,ʒɥiˈjɛ,0
426_ware,ces,zboží,zboʒiː,ukr,товар,tɔwɑr,0
5_tooth__661_nine,ukr,зуб,zub,spa,nueve,nweβe,0
945_dwell,rus,проживать,prəʒɨvaˑtʲ,ita,abitare,abitare,0
975_wash,ces,mýt se,miːt_sɛ,rus,мыться,mɨˑtʲsʲɪ,0
136_horse__282_height,fra,cheval,ʃval,ukr,висота,wɪsɔtɑ,0
618_up,fra,vers le haut,vɛːʁləˈʔo,ita,in alto,in_alto,0
433_power,pol,władza,vwad͡za,ukr,влада,wlɑdɑ,1
183_ash,pol,popiół,pɔpiuw,ita,cenere,t͡ʃenere,0
131_lair__588_instantly,rus,нора,nɐraˑ,ces,hned,ɦnɛt,0
876_keep__703_dry,spa,conservar,konseɾβaɾ,ces,schnout,sxnoʊ̯t,0
53_odour__899_hand,pol,woń,vɔɲ,pol,podać,pɔdat͡ɕ,0
529_green,spa,verde,beɾðe,ita,verde,verde,1
549_skilful,ces,šikovný,ʃɪkovniː,fra,habile,aˈbil,0
198_family,ces,rodina,rodɪna,ita,famiglia,famiʎːa,0
519_sweet__252_companion,ces,sladký,slatkiː,fra,copain,kɔˈpɛ̃,0
888_choose,spa,elegir,elexiɾ,ita,elèggere,elɛdd͡ʒere,1
669_sixty,ces,šedesát,ʃɛdɛsaːt,spa,sesenta,sesenta,0
676_or,ukr,або,ɑbɔ,rus,либо,liˑbə,1
840_dig,fra,creuser,kʁøˈze,spa,cavar,kaβaɾ,0
78_ice__177_hay,pol,lód,lut,ces,seno,sɛno,0
179_pit,pol,dół,duw,ukr,яма,jɑmɑ,0
92_meadow__1010_own,rus,луг,ɫuˑk,ukr,мати,mɑtɪ,0
164_worm,ukr,черв’як,ʈ͡ʂɛrwjɑk,rus,червяк,t͡ʃʲɪrvʲaˑk,1
90_swamp__215_grief,ukr,драговина,drɑɦɔwɪnɑ,rus,горе,ɡɔˑrʲɪ,0
877_throw,ces,házet,ɦaːzɛt,rus,бросать,brɐsaˑtʲ,0
609_there,fra,là,la,spa,ahí,ai,0
698_smoke,pol,dymić,dɨmit͡ɕ,ita,fumare,fumare,0
357_oil,rus,масло,maˑsɫə,spa,aceite,aθeite,0
412_death__125_wing,fra,mort,mɔːʁ,ukr,крило,krɪlɔ,0
283_weight,ces,váha,vaːɦa,rus,вес,vʲeˑs,1
974_bath__335_figure,spa,bañarse,baɲaɾse,rus,фигура,fʲiɡuˑrə,0
253_matter,fra,affaire,aˈfɛːʁ,ita,faccenda,fatt͡ʃenda,0
442_mistake,pol,błąd,bwɔnt,ita,errore,erːore,0
939_disturb,ces,vyrušit,vɪruʃɪt,pol,przeszkodzić,pʂɛʂkɔd͡ʑit͡ɕ,0
950_fish,pol,łowić ryby,wɔvit͡ɕ_ɾɨbɨ,rus,рыбачить,rɨbaˑt͡ʃʲitʲ,0
773_go,ukr,іти,jitɪ,spa,andar,andaɾ,0
934_beat,pol,bić,bit͡ɕ,pol,uderzyć,udɛʐɨt͡ɕ,0
858_stick__491_firmsolid,ces,strčit,strt͡ʃɪt,fra,ferme,fɛʁm,0
770_row__211_wife,pol,wiosłować,viɔswɔvat͡ɕ,ukr,дружина,druʐɪnɑ,0
592_tomorrow__434_border,fra,demain,dəˈmɛ̃,ita,frontiera,frontiera,0
419_master,pol,majster,majstɛɾ,ukr,умілець,umilɛt͡sʲ,0
638_that,ces,to,to,ita,quello,kwelːo,0
181_noose,ces,smyčka,smɪt͡ʃka,spa,lazo,laθo,0
289_sleigh__269_middle,rus,сани,saˑnʲi,spa,centro,θentɾo,0
475_tuesday,ukr,вівторок,viwtɔrɔk,fra,mardi,maʁˈdi,0
743_getup__119_pine,rus,встать,vstaˑtʲ,ces,sosna,sosna,0
267_place,ukr,місце,mit͡sːɛ,rus,место,mʲeˑstə,1
246_guest,ces,host,ɦost,fra,invité,ɛ̃viˈte,0
963_fry,ukr,смажити,smɑʐɪtɪ,rus,жарить,ʒaˑrʲitʲ,1
129_egg,pol,jajko,jajkɔ,fra,œuf,œf,0
119_pine__329_nail,spa,pino,pino,pol,gwóźdź,ɡvuɕt͡ɕ,0
646_what__822_put,spa,qué,ke,spa,colocar,kolokaɾ,0
95_elevation,pol,wzgórze,vzɡuʐɛ,ukr,височина,wɪsɔʈ͡ʂɪnɑ,0
853_lick,ces,lízat,liːzat,rus,лизать,lizaˑtʲ,1
893_damage,ces,porušit,poruʃɪt,rus,повредить,pəvrʲɪdʲiˑtʲ,1
970_wipe,ces,utřít,udr̝iːt,ita,asciugare,aʃːuɡare,0
92_meadow,ukr,луг,luɦ,fra,pré,pʁe,0
177_hay,pol,siano,ɕanɔ,rus,сено,sʲeˑnə,1
879_grab__153_eagle,pol,chwycić,xfɨt͡ɕit͡ɕ,ces,orel,orɛl,0
779_come,ces,přijít,br̝ɪjiːt,ukr,прийти,prɪjtɪ,1
489_thin__750_die,spa,fino,fino,fra,mourir,muˈʁiːʁ,0
838_improve__815_start,pol,ulepszyć,ulɛpʂɨt͡ɕ,ita,iniziare,init͡siare,0
798_flee,pol,uciekać,ut͡ɕɛkat͡ɕ,fra,fuir,fɥiːʁ,0
127_paw,rus,лапа,ɫaˑpə,spa,uña,uɲa,0
866_cut__644_you,spa,cortar,koɾtaɾ,fra,vous,vu,0
333_lock,fra,serrure,sɛˈʁyːʁ,ita,serratura,serːatura,1
638_that,fra,cela,səˈla,spa,eso,eso,0
966_sew,pol,szyć,ʂɨt͡ɕ,spa,coser,koseɾ,0
17_neck,pol,szyja,ʂɨja,spa,cuello,kweʝo,0
117_leaf,rus,лист,liˑst,ita,foglia,foʎːa,0
196_boy__280_size,ces,chlapec,xlapɛt͡s,spa,tamaño,tamaɲo,0
904_kiss__886_receive,spa,besar,besaɾ,ita,ricevere,rit͡ʃevere,0
523_dark,ces,temný,tɛmniː,ita,buio,buio,0
727_howl,pol,wyć,vɨt͡ɕ,rus,выть,vɨˑtʲ,1
787_try,pol,próbować,pɾubɔvat͡ɕ,fra,essayer,esɛˈje,0
38_leg,ces,noha,noɦa,ukr,нога,nɔɦɑ,1
785_lookfor,ces,hledat,ɦlɛdat,spa,buscar,buskaɾ,0
531_colourful,rus,пестрый,pʲostrɨj,ita,variopinto,variopinto,0
97_summit__664_twelve,fra,cime,sim,ukr,дванадцять,dwɑnɑdt͡sʲɑtʲ,0
277_hole,spa,agujero,aɣuxeɾo,ita,buco,buko,0
521_sour,pol,kwaśny,kfaɕnɨ,fra,aigre,ˈɛːɡʁə,0
241_song,pol,pieśń,piɛɕɲ,ita,canzone,kant͡sone,0
647_who,rus,кто,ktɔˑ,ita,chi,ki,0
4_mouth,ces,pusa,pusa,ukr,рот,rɔt,0
15_jaw,pol,czeluść,ʈ͡ʂɛluɕt͡ɕ,fra,mâchoire,mɑˈʃwaːʁ,0
139_dog,ces,pes,pɛs,rus,собака,sɐbaˑkə,0
439_bow,pol,łuk,wuk,fra,arc,aʁk,0
57_sun__871_fill,ita,sole,sole,ces,naplnit,naplɲɪt,0
692_flow__929_defend,spa,correr,koreɾ,ces,obhájit,obɦaːjɪt,0
65_ground__414_church,ita,suolo,suolo,rus,церковь,t͡sɛˑrkəfʲ,0
291_campfire__306_pipe,ukr,вогнище,wɔɦnɪʂʈ͡ʂɛ,fra,tube,tyb,0
791_laugh,ukr,сміятися,smijɑtɪsʲɑ,ita,rìdere,ridere,0
511_empty__619_everywhere,ukr,пустий,pustɪj,pol,wszędzie,fʂɛnd͡ʑɛ,0
946_work,fra,travailler,tʁavaˈje,spa,trabajar,tɾaβaxaɾ,1
90_swamp,rus,топь,tɔˑpʲ,spa,pantano,pantano,0
719_benoisy,pol,hałasować,xawasɔvat͡ɕ,rus,шуметь,ʃumʲeˑtʲ,0
86_drop,spa,gota,ɡota,ita,goccia,ɡott͡ʃa,1
141_bear,ukr,ведмідь,wɛdmidʲ,fra,ours,uʁs,0
684_end,ces,skončit,skont͡ʃɪt,spa,acabar,akaβaɾ,0
850_press,ces,stisknout,scɪsknoʊ̯t,ita,premere,premere,0
701_thaw,ces,tát,taːt,fra,dégeler,deʒˈle,0
965_knit,rus,вязать,vʲɪ|zaˑtʲ,spa,hacer punto,aθeɾ_punto,0
36_knee__842_bend,ukr,коліно,kɔlʲinɔ,spa,doblar,doβlaɾ,0
700_freeze,ukr,змерзнути,zmɛrznutɪ,ita,gelarsi,d͡ʒelarzi,0
654_two,fra,deux,dø,spa,dos,dos,1
690_blow__351_corn,ukr,віяти,vijɑtɪ,ita,cereali,t͡ʃereali,0
525_white,ukr,сивий,sɪwɪj,fra,blanc,blɑ̃,0
782_stay,spa,quedarse,keðaɾse,ita,rimanere,rimanere,0
